ComClustID	pH_mean	Temperature_C_mean	Depth_metres_mean
SGRP2560	5.0		0.105
SGRP2561	4.3999999999999995	32.766666666666666	0.0
SGRP2564		36.0	
SGRP2573			0.0
SGRP2576	5.49	37.7	0.3692592592592593
SGRP2581	5.715555555500001		7.506666666666666
SGRP2582		37.0	0.0
SGRP2586	4.4		
SGRP2589		37.137499999999996	0.0
SGRP2599			0.0
SGRP2600	4.881818181818182	36.875	0.0
SGRP2603	5.0		
SGRP2614			0.0
SGRP2615			0.0
SGRP2622	7.0		
SGRP2624	5.172727272727273	36.88333333333333	0.0
SGRP2628	6.333333333333333	36.65	0.252
SGRP2635			0.0
SGRP2639		37.0	0.0
SGRP2642			0.0
SGRP2644	4.872649572649572	37.2	0.0
SGRP2647	6.0		0.0
SGRP2656		39.2	0.0
SGRP2658	5.15	36.8	
SGRP2675		37.3	0.6
SGRP2677		23.8526	15.9375
SGRP2680			69.0
SGRP2682		17.5	
SGRP2695	7.197692307692307	20.694458333333326	0.13428571428571429
SGRP2696	9.925	1.9333333333333333	0.0
SGRP2758		36.7	
SGRP2759	4.0		0.0
SGRP2761		36.8	0.0
SGRP2775		33.364285714285714	0.0
SGRP2783			0.0
SGRP2789			0.0
SGRP2795			0.0
SGRP2851			0.5
SGRP2859		28.0	
SGRP2860	4.4639999999999995	37.0	0.0
SGRP2890		38.1	
SGRP2903		36.8	0.0
SGRP2908		37.0	0.0
SGRP2925			0.0
SGRP2942			0.0
SGRP2944			0.0
SGRP2947			0.0
SGRP2948			0.0
SGRP2952		56.166666666666664	0.0
SGRP2982			0.0
SGRP3004		19.5	
SGRP3061			0.0
SGRP3077			0.0
SGRP3085			0.0
SGRP3112		42.5	
SGRP3116		38.25	0.0
SGRP3161	7.8569696969696965	27.131428571428582	0.3411063829787234
SGRP3167	8.139285714285716	11.303813333333336	4.543378787878787
SGRP3190			379.0
SGRP3194	7.737166666666667	16.214285714285715	3.909090909090909
SGRP3203		36.93125	0.0
SGRP3208		45.0	
SGRP3249		26.857142857142858	0.0
SGRP3260	4.0		0.0
SGRP3297		30.0	
SGRP3306		37.5875	0.0
SGRP3317		37.0	
SGRP3322	7.12	23.472520000000003	0.23999999999999996
SGRP3324		21.166666666666664	
SGRP3338	6.12	21.96944444444444	0.40625
SGRP3340		20.86	
SGRP3342		21.3	
SGRP3344		25.099999999999998	
SGRP3345		24.571428571428566	
SGRP3348		23.036363636363635	
SGRP3355			0.0
SGRP3358			0.0
SGRP3369		22.4	
SGRP3373		22.45	0.05
SGRP3379		23.575000000000003	
SGRP3384		22.9	0.0
SGRP3388		19.32	
SGRP3394	6.793333333333333	18.175	0.2666666666666667
SGRP3397		22.030769230769238	
SGRP3415		15.6	0.0
SGRP3420		23.1	
SGRP3423		24.02	
SGRP3493			42.77777777777778
SGRP3541			0.0
SGRP3544			0.0
SGRP3555		19.333333333333332	0.0
SGRP3556			0.0
SGRP3564			0.0
SGRP3568			16.0
SGRP3593		18.333333333333332	
SGRP3601			0.0
SGRP3605		97.6	0.0
SGRP3648			0.0
SGRP3650		98.0	0.0
SGRP3662			0.0
SGRP3684			0.0
SGRP3694			0.0
SGRP3706			0.0
SGRP3722	7.43	30.8	0.007453416149068323
SGRP3765			0.0
SGRP3804	6.925	29.790000000000003	
SGRP3859		30.333333333333332	0.0
SGRP3884			0.0
SGRP3885			0.0
SGRP3892		28.5	0.0
SGRP3894			373.125
SGRP3906			722.0
SGRP3914			0.0
SGRP3937	6.2		0.0
SGRP3986			0.0
SGRP3998		21.0	
SGRP4002			8.003333333333332
SGRP4004			0.13
SGRP4050	4.720000000000001	36.875	0.0
SGRP4055	5.013333333333334		0.15121212121212127
SGRP4061	5.585714285714286		0.0
SGRP4067			0.0
SGRP4075			0.0
SGRP4089	5.37		
SGRP4143	5.3	37.1	
SGRP4201	6.85	20.55	82.83333333333333
SGRP4211			0.0
SGRP4214		36.8	0.0
SGRP4218			0.0
SGRP4228	6.5		0.0
SGRP4241	7.8	22.479999999999997	4.268125
SGRP4245		21.724999999999998	
SGRP4246		20.6	0.0
SGRP4254		19.8	0.5
SGRP4267		21.660000000000004	
SGRP4273		24.1	5.0
SGRP4278		22.099999999999998	
SGRP4311	5.923333333333333	15.410000000000002	0.0
SGRP4328			0.0
SGRP4335		23.0	
SGRP4353			0.0
SGRP4408			0.0
SGRP4464			0.0
SGRP4467			0.0
SGRP4496			73.5
SGRP4497			68.36842105263158
SGRP4500			68.8
SGRP4501			78.76470588235294
SGRP4503			74.625
SGRP4509			54.857142857142854
SGRP4514			75.33333333333333
SGRP4517			0.1
SGRP4518		51.6	0.19999999999999998
SGRP4547			39.666666666666664
SGRP4571			0.075
SGRP4586		5.0	0.0
SGRP4589			0.0
SGRP4709		24.0	
SGRP4711		18.0	
SGRP4716		24.0	
SGRP4718		22.8	
SGRP4751	9.39	22.27	0.0
SGRP4779		4.0	
SGRP4845		55.0	1.0
SGRP4894			0.0
SGRP4899		18.625	
SGRP4931			8.366666666666667
SGRP4961			28.333333333333332
SGRP5036		98.25	0.0
SGRP5104			0.0
SGRP5118		18.5	0.4000000000000001
SGRP5130			0.0
SGRP5140		1.6666666666666667	
SGRP5310			0.0
SGRP5322			1.0
SGRP5339		1.1949999999999998	5.0
SGRP5342		7.267042833333332	273.8375
SGRP5368	7.2250000000000005		0.09259259259259259
SGRP5492			
SGRP5520			0.0
SGRP5563			0.0
SGRP5647			0.0
SGRP5656		37.05	0.0
SGRP5750	7.225	21.234333333333336	0.5217391304347826
SGRP5796			0.0
SGRP5802			0.0
SGRP5804			0.0
SGRP5847		34.714285714285715	0.0
SGRP5848		1.0	
SGRP5863		39.0	
SGRP6085			0.67
SGRP6093	8.0		
SGRP6101	7.129166666666666	25.54	1245.625
SGRP6105	5.3		34.0
SGRP6146			4.1
SGRP6239			0.0
SGRP6265			0.0
SGRP6278		26.0	
SGRP6287			0.0
SGRP6321			
SGRP6326			0.0
SGRP6374			0.0
SGRP6428	8.2144	11.59283333333333	14.169999999999996
SGRP6429	7.583333333333333	112.66666666666667	0.0
SGRP6464			0.0
SGRP6472	6.048749999999999		1.7308333333333332
SGRP6494			7.6
SGRP6536			0.0
SGRP6555	4.6	26.4	0.0
SGRP6608			0.028461538461538465
SGRP6609			0.21666666666666665
SGRP6624			0.05285714285714287
SGRP6695			20.0
SGRP6905	8.19	15.14	0.45
SGRP6909			16.4
SGRP6910		11.0	5.470588235294118
SGRP6911			31.714285714285715
SGRP6912		2.690325	19.3
SGRP6928			20.333333333333332
SGRP6951			0.0
SGRP6982			0.0
SGRP6991			0.0
SGRP7192			0.0
SGRP7203			0.0
SGRP7221		57.0	
SGRP7226		18.5	11.250625
SGRP7264			0.0
SGRP7284	9.879999999999999	11.680000000000001	
SGRP7293	8.3	17.0	1.5
SGRP7342		80.0	0.0
SGRP7469			0.0
SGRP7499			0.01
SGRP7504			2571.6341463414633
SGRP7505			1225.9545454545455
SGRP7506			2929.9540229885056
SGRP7507			2721.36
SGRP7508			1348.0
SGRP7513			1130.875
SGRP7522			688.8125
SGRP7532			2604.9310344827586
SGRP7533			2927.0
SGRP7539			2437.909090909091
SGRP7552			2894.8571428571427
SGRP7563			338.69593999999995
SGRP7567			2980.1428571428573
SGRP7577	7.673333333333333	25.2171129339569	377.14285714285717
SGRP7580			3104.6666666666665
SGRP7598			2964.0
SGRP7654			5.456363636363636
SGRP7674			0.0
SGRP7678			0.0
SGRP7694			0.0
SGRP7723			0.0
SGRP7750			0.2000000000000001
SGRP7751		7.0312	12.4
SGRP7757		20.923915384615377	12.052631578947368
SGRP7777			0.1025
SGRP7808			0.0
SGRP7823			3602.0
SGRP7859			95.84960629921257
SGRP7860			5.96
SGRP7861	7.220000000000001	36.8	4.014705882352941
SGRP7862			35.41785714285714
SGRP7863	8.16888888888889	6.355555555555555	10.755263157894738
SGRP7864			53.82000000000001
SGRP7865	7.52	12.5	7.7799000000000005
SGRP8187			0.0
SGRP8190		28.0	
SGRP8199	7.12		0.003
SGRP8206			0.0
SGRP8210		22.42	0.0
SGRP8218		60.0	
SGRP8240		65.0	
SGRP8262			0.0
SGRP8275			0.0
SGRP8278	5.6	36.6	0.0
SGRP8290			0.0
SGRP8292	8.0	32.75	0.0
SGRP8381		39.0	
SGRP8401		33.48571428571429	0.7142857142857143
SGRP8421	6.5		0.0
SGRP8422		39.0	
SGRP8424		39.0	
SGRP8448			0.31666666666666665
SGRP8462			0.0
SGRP8470		110.0	
SGRP8475			
SGRP8641	2.5	78.1	0.01
SGRP8705			0.14999999999999997
SGRP8738		37.0	
SGRP8746		34.8	0.0
SGRP8754		37.0	
SGRP8807		23.083000000000002	
SGRP8817			0.0
SGRP8829			0.0
SGRP8836			0.0
SGRP8867			0.39999999999999997
SGRP8891		37.0	0.0
SGRP8905			0.2875
SGRP8929			0.0
SGRP8950		19.4	0.0
SGRP8986		10.0	
SGRP9029			0.0
SGRP9036			0.0
SGRP9038			0.0
SGRP9069			0.0
SGRP9084		28.428571428571427	
SGRP9106		28.662162162162154	25.65500000000001
SGRP9146			0.0
SGRP9150			0.0016
SGRP9158		19.3	
SGRP9165		19.0	
SGRP9171		18.5	
SGRP9180		28.5	0.0
SGRP9181			0.0
SGRP9201			
SGRP9214	3.8		0.15
SGRP9216			0.0
SGRP9219		19.0	
SGRP9263			
SGRP9273			9.857142857142858
SGRP9282	8.06	23.333333333333332	86.66666666666667
SGRP9295			0.0
SGRP9310		48.72727272727273	0.0
SGRP9311		70.95	
SGRP9312		57.333333333333336	
SGRP9313		54.13333333333333	
SGRP9315		41.5	
SGRP9316		35.0	
SGRP9317		47.0	
SGRP9322		51.5	
SGRP9331		63.0	
SGRP9369			0.0
SGRP9371			0.0
SGRP9375			0.0
SGRP9410			0.0
SGRP9457		32.36818181818182	0.0014285714285714286
SGRP9471			9.071295935897439
SGRP9472			8.872164149999998
SGRP9474			0.0
SGRP9476			0.0
SGRP9508			0.0
SGRP9516			8.975382947368422
SGRP9517			225.0
SGRP9552			0.0
SGRP9574			0.15000000000000024
SGRP9576			0.14999999999999925
SGRP9577			0.14999999999999997
SGRP9580			0.14999999999999997
SGRP9582			0.15
SGRP9597			0.15
SGRP9600			0.15000000000000002
SGRP9605			0.14999999999999997
SGRP9614			0.14999999999999997
SGRP9629			0.0375
SGRP9635			0.15
SGRP9639	4.975		16.095454545454547
SGRP9643			0.14999999999999997
SGRP9649			0.14999999999999997
SGRP9662			
SGRP9665	5.3975		0.01
SGRP9669		30.8	
SGRP9671		31.0	0.0
SGRP9677	5.6		0.12307692307692307
SGRP9678			235.0
SGRP9681			20.0
SGRP9686		27.433333333333334	8.200099999999999
SGRP9687	5.6		0.0
SGRP9689		28.2	6.865671641791045
SGRP9702		100.0	0.0
SGRP9703		77.33333333333333	
SGRP9704		74.42857142857143	
SGRP9728	4.244	76.33333333333333	0.05
SGRP9734		80.0	
SGRP9736		57.0	0.01
SGRP9748	8.185	19.400000000000002	8.0
SGRP9921	8.202		70.17642857142857
SGRP9971	8.624999999999998	11.975	12.75
SGRP9972			1.0
SGRP9976			1.1111111111111112
SGRP10025	6.0		0.0
SGRP10036			0.01
SGRP10042	7.49	7.8	0.0
SGRP10070		26.5	
SGRP10075		26.866666666666664	4.002000000000001
SGRP10083	6.986666667		0.0
SGRP10134			0.0
SGRP10163			25.53846153846154
SGRP10164			22.983050847457626
SGRP10169			25.25531914893617
SGRP10171			22.5
SGRP10175			32.73170731707317
SGRP10177			22.0
SGRP10218	4.0	36.4	0.0
SGRP10240			0.0
SGRP10249		37.0	0.0
SGRP10293	5.383333333333333		0.0
SGRP10296	5.8500000000000005		
SGRP10304			0.0
SGRP10306		18.25	
SGRP10317		6.6000000000000005	
SGRP10324		21.51106396296296	272.00666666666666
SGRP10325		19.3	
SGRP10338			1.0
SGRP10341		21.534973630498513	44.01949860724234
SGRP10405		2.1875	0.8333333333333334
SGRP10411		7.849999999999999	1.8333333333333333
SGRP10416		92.0	
SGRP10418		101.0	
SGRP10487	5.304	20.0	0.10833333333333334
SGRP10489	4.605882352941175		
SGRP10503	2.8285714285714287		0.0
SGRP10505	4.4		0.15
SGRP10510	2.0		0.15555555555555556
SGRP10590	3.513333333333333	48.65714285714286	
SGRP10660		9.25	
SGRP10691			0.05
SGRP10771			0.0
SGRP10776		29.2	
SGRP10778		35.17272727272727	0.0
SGRP10802		24.166666666666668	
SGRP10803		27.75	
SGRP10848		36.6	
SGRP10892			0.0
SGRP10897		47.2	0.09999999999999999
SGRP10907	5.1	38.45	1.5002333333333333
SGRP10952		36.3	
SGRP10981			0.0
SGRP11146	6.800000000000001		0.132
SGRP11154			0.0
SGRP11183			14.984141666666666
SGRP11215			
SGRP11222			0.0
SGRP11243			20.95054945054945
SGRP11244			100.0
SGRP11269	7.215	16.174999999999997	0.01
SGRP11293	4.7		0.0
SGRP11316			0.0
SGRP11321			
SGRP11346	6.2		29.36190476190478
SGRP11375			104.0
SGRP11380			0.0
SGRP11468		37.3	0.0
SGRP11549			0.0
SGRP11553			0.0
SGRP11560			0.0
SGRP11567			0.0
SGRP11574			0.0
SGRP11575			0.0
SGRP11577			0.0
SGRP11595		21.0	
SGRP11642		34.800000000000004	0.0
SGRP11730			0.0
SGRP11768			0.0
SGRP11769			0.0
SGRP11913		29.0	0.0
SGRP11945			0.0
SGRP12008		27.08966666666667	
SGRP12050		28.974999999999998	
SGRP12054		29.6	
SGRP12076		35.481249999999996	0.0
SGRP12084			0.0
SGRP12090		31.0	
SGRP12094		31.650000000000002	
SGRP12155			0.0
SGRP12222		18.258452380952395	0.4684014869888476
SGRP12295		33.5	
SGRP12310		94.5	
SGRP12325		89.0	
SGRP12402			0.0
SGRP12404		1.0	
SGRP12407			0.0
SGRP12410			0.17499999999999996
SGRP12412			0.14999999999999997
SGRP12430			0.0
SGRP12431		23.858	0.0
SGRP12435			0.13846153846153844
SGRP12436			0.15807692307692303
SGRP12438			0.0
SGRP12454	7.652	27.5	0.0
SGRP12501			0.0
SGRP12564	7.285000000000001	20.6	
SGRP12623		28.9	3.7642857142857147
SGRP12626	8.47	19.7	
SGRP12637		25.75	
SGRP12646	6.93	25.9	0.03333333333333333
SGRP12656	4.124444444444445		0.15
SGRP12701			0.0
SGRP12714	6.602142857142858		0.14999999999999997
SGRP12728			10.0
SGRP12857			32.0
SGRP12889			0.0
SGRP12901	6.779999999999999		0.019285714285714288
SGRP12911		9.785714285714286	0.38888888888888884
SGRP12943			0.0
SGRP12970	4.744444444444444		0.0
SGRP12971	5.01		
SGRP12979	4.677777777777778		
SGRP13009	5.833333333333333	37.0	
SGRP13010	4.0		
SGRP13025			0.0
SGRP13075			0.0
SGRP13106			19.0
SGRP13209			0.0
SGRP13280			0.0
SGRP13307			0.0
SGRP13319			0.0
SGRP13320		7.3549	10.680000000000001
SGRP13338		20.0	0.1
SGRP13342		17.5	
SGRP13344			0.0
SGRP13355			0.09672727272727272
SGRP13398			0.0
SGRP13412			0.6
SGRP13443		2.0	
SGRP13576			0.0
SGRP13589		18.7	
SGRP13611			0.66
SGRP13750			0.6584000000000001
SGRP13761			0.203
SGRP13763			0.08299999999999999
SGRP13787			29.43333333333332
SGRP13839			
SGRP13895	8.5	37.166666666666664	0.0
SGRP13916			275.0
SGRP13918		22.450514285714288	35.48571428571429
SGRP13921	8.7245	27.415166666666664	6.55
SGRP13936		22.61616666666666	4.2
SGRP13946		14.0891	197.86666666666667
SGRP13958	6.092499999999999	37.872727272727275	27.420508982035926
SGRP13987			
SGRP14005			2.0
SGRP14023		2.1635238260869563	55.65217391304348
SGRP14027		11.710654000000002	9.0
SGRP14030	7.0	24.251533148148148	1430.0
SGRP14040		6.5497675	127.8
SGRP14072	8.315000000000001		0.0405
SGRP14126	5.76		0.14999999999999997
SGRP14266		1.0	28.43
SGRP14308			0.5
SGRP14324			30.0
SGRP14339	6.75	30.02	
SGRP14401		19.3	
SGRP14428			0.0
SGRP14431		2.0	
SGRP14433			0.0
SGRP14436			0.0
SGRP14470			0.0
SGRP14494			0.0
SGRP14495			0.0
SGRP14620		34.6	1.5
SGRP14623	8.194615384615386	21.926153846153852	15.0
SGRP14641	8.3125	22.904999999999998	14.0
SGRP14650	7.263333333333333	22.580000000000002	15.0
SGRP14660	8.202857142857143	21.859999999999996	15.0
SGRP14664		21.47714285714286	
SGRP14665		20.242857142857144	
SGRP14676	5.533333333333334	22.456190476190475	
SGRP14679		19.496666666666666	
SGRP14698			0.0
SGRP14703		21.756	4.947826086956522
SGRP14707			0.0
SGRP14772			35.0
SGRP14773			16.666666666666668
SGRP14774			12.5
SGRP14784		25.0	
SGRP14787			1.5
SGRP14795		17.5	
SGRP14810			1.5
SGRP14915	1.56	73.1	0.0
SGRP14920			0.27
SGRP14975		23.933333333333334	597.7647058823529
SGRP14993		11.5	891.9444444444445
SGRP14994			250.0
SGRP15022			9.183333333333332
SGRP15182		19.0	
SGRP15263			0.0
SGRP15282			0.0
SGRP15318			0.0
SGRP15320			0.0
SGRP15362			0.0
SGRP15372	8.655999999999999	26.922800000000002	0.703125
SGRP15447			9.581818181818182
SGRP15458			98.84
SGRP15460			18.65277777777778
SGRP15464			8.533333333333333
SGRP15484			27.307692307692307
SGRP15488			32.0
SGRP15489			11.523809523809524
SGRP15496			8.902777777777779
SGRP15497			7.833333333333333
SGRP15502			39.0
SGRP15512	7.901333333333333	3.7593333333333327	6.5625
SGRP15513		8.53	535.5
SGRP15519			16.4
SGRP15521			28.4
SGRP15568	6.84	20.8	100.29714285714286
SGRP15570			0.0
SGRP15571			0.0
SGRP15573			0.0
SGRP15580			0.0
SGRP15628			7984.7692307692305
SGRP15730			0.5
SGRP15760			0.42000000000000004
SGRP15800			0.0
SGRP15804			0.0
SGRP15814		36.3	0.0
SGRP15831	8.25		
SGRP15832			0.0
SGRP15845		38.15	
SGRP15862		35.6	
SGRP15865			0.0
SGRP15867			0.0
SGRP15907			0.10000000000000003
SGRP15908			0.10000000000000003
SGRP15910			0.09999999999999999
SGRP15911			0.09999999999999999
SGRP15937	4.838888888888889		0.05666666666666667
SGRP15961			0.0
SGRP15990			0.0
SGRP16003		37.4	0.0
SGRP16019			0.0
SGRP16025		37.3	0.0
SGRP16046		24.950000000000003	0.0
SGRP16126	5.125	36.7	0.0
SGRP16132	4.683333333333333	36.7	
SGRP16133	6.0		
SGRP16137	4.0		
SGRP16148		37.0	0.0
SGRP16158	5.346153846153846		
SGRP16165	4.4		0.0
SGRP16238			5.6
SGRP16281	8.4274	23.03333333333333	1.8587500000000001
SGRP16284			0.5
SGRP16286			0.6666666666666666
SGRP16290			1.0
SGRP16292			1.0
SGRP16306			24.833333333333332
SGRP16319			3.0
SGRP16320			4000.0
SGRP16438	7.449999999999999		
SGRP16511			8.333333333333336
SGRP16515	5.980000000000001		8.29390243902439
SGRP16550			0.0
SGRP16573			0.0
SGRP16605			0.0
SGRP16655			0.0
SGRP16701	7.55	45.040000000000006	1.0357142857142858
SGRP16715	6.757142857142857		51.25
SGRP16757	8.82	22.78	0.0
SGRP16803			0.2
SGRP16805			0.5
SGRP16812			0.0
SGRP16813			0.0
SGRP16817			0.5
SGRP16836			0.0
SGRP16838			0.0
SGRP16859			0.10000000000000002
SGRP16860			0.13928571428571426
SGRP16911			
SGRP16988		45.666666666666664	
SGRP17025		35.02727272727273	0.0
SGRP17030		30.0	0.0
SGRP17038		33.0	0.0
SGRP17040		30.0	0.0
SGRP17047		35.483333333333334	0.0
SGRP17074		34.733333333333334	0.0
SGRP17082		34.0	
SGRP17084		30.0	0.0
SGRP17123		16.644	10.0
SGRP17125			0.15
SGRP17126			0.15
SGRP17128			0.15
SGRP17134			0.15000000000000002
SGRP17137			0.14999999999999994
SGRP17140			0.15
SGRP17143			0.14999999999999994
SGRP17169			0.14999999999999994
SGRP17221	5.4		6.722222222222222
SGRP17264	5.4		0.1769230769230769
SGRP17270			0.0
SGRP17432			0.15
SGRP17454			0.14999999999999997
SGRP17465			5.0
SGRP17487			0.1500000000000001
SGRP17841			0.0
SGRP17860			0.0
SGRP17861	4.75		1.89
SGRP17863			0.0
SGRP17910	6.477777777777778	37.13333333333333	0.0
SGRP17915	7.5		
SGRP17924			1.5
SGRP17983			0.0
SGRP18002	5.833333333333333	36.666666666666664	0.056999999999999995
SGRP18037		37.3	
SGRP18093		19.0	
SGRP18094		17.5	
SGRP18187			0.0
SGRP18200			0.0
SGRP18203			0.0
SGRP18223		23.5	
SGRP18460		6.41961	1350.8793103448277
SGRP18462			80.0
SGRP18469			3.7142857142857144
SGRP18472			62.81372549019608
SGRP18478			20.109756097560975
SGRP18480			16.470588235294116
SGRP18482			10.5
SGRP18488			1.7272727272727273
SGRP18493	4.4		0.0
SGRP18496	6.8		0.0
SGRP18507			18.0
SGRP18546			496.58421052631576
SGRP18547	5.2	36.8	0.0
SGRP18550			237.74241379310348
SGRP18569	5.675		
SGRP18570	5.1		
SGRP18735			0.0
SGRP18742	6.525		
SGRP18798		93.0	0.0
SGRP18837		28.75	0.0
SGRP18895		2.0	
SGRP18926	4.332972222214286		0.0
SGRP19039			15.285714285714286
SGRP19129		28.0	
SGRP19132		17.0	
SGRP19173			0.0
SGRP19178			0.0
SGRP19192			0.0
SGRP19198			0.0
SGRP19206			0.0
SGRP19208			0.0
SGRP19210			0.0
SGRP19214	6.0		0.0
SGRP19222			0.0
SGRP19228			0.0
SGRP19232			0.0
SGRP19243			0.0
SGRP19244			0.0
SGRP19374			20.153846153846153
SGRP19504	4.4		
SGRP19505		42.42857142857143	0.0
SGRP19532			0.0
SGRP19552			0.0
SGRP19657			0.0
SGRP19671			3.5714285714285716
SGRP19732		57.333333333333336	
SGRP19735			0.0
SGRP19738		37.0	0.0
SGRP19762			0.0
SGRP19765		21.7	883.0
SGRP19776	6.0		
SGRP19780		80.0	0.0
SGRP19801		26.637714285714285	1.2
SGRP19916			0.0
SGRP19951			5.0
SGRP19969			8.0
SGRP20102			0.0
SGRP20303		21.0	
SGRP20365			7.5
SGRP20457		36.0	
SGRP20499			0.0
SGRP20507			0.0
SGRP20607	8.102666666666666	25.997999999999998	32.111111111111114
SGRP20648		25.0	
SGRP20684		32.68333333333333	0.0
SGRP20799			0.0
SGRP20865			0.15
SGRP20866			0.15
SGRP20872	5.59		13.383333333333333
SGRP20880		13.0	0.18749999999999997
SGRP20896		17.5	
SGRP20897		15.952380952380953	
SGRP20911		14.333333333333334	
SGRP21012		16.0	
SGRP21189			0.15
SGRP21200			0.15
SGRP21221			0.17307692307692307
SGRP21243		14.0	0.006666666666666667
SGRP21292			165.625
SGRP21297			66.34285714285714
SGRP21298			32.38095238095238
SGRP21309			29.833333333333332
SGRP21312			116.15789473684211
SGRP21321			944.2647058823529
SGRP21327	7.085		
SGRP21336	7.14	13.1	0.0
SGRP21355			973.8095238095239
SGRP21363	5.566666666666666		0.01
SGRP21374			1284.209090909091
SGRP21375			1591.025641025641
SGRP21379			218.63636363636363
SGRP21381			18.25
SGRP21392			45.625
SGRP21488			0.0
